branch,block_no,room_no,bench_no,enrollment_no
AI,B-50,358,26,2303051240029
AI,B-50,358,7,2303051240184
AI,B-50,358,17,2303051240015
AI,B-50,358,27,2303051240248
AI,B-50,358,8,2303051240296
AI,B-50,358,18,2203051240128
AI,B-50,358,28,2303051240133
AI,B-50,358,9,2303051240127
AI,B-50,358,19,2303051240102
AI,B-50,358,29,2303051240036
AI,B-50,358,10,2403051247018
AI,B-50,358,20,2303051240001
AI,B-50,358,30,2303051240014
AI,B-50,358,1,2303051240297
AI,B-50,358,11,2303051240228
AI,B-50,358,21,2303051240156
AI,B-50,358,2,2303051240307
AI,B-50,358,12,2403051249005
AI,B-50,358,22,2303051240372
AI,B-50,358,3,2303051240269
AI,B-50,358,13,2303051240249
AI,B-50,358,23,2303051240139
AI,B-50,358,4,2303051240149
AI,B-50,358,14,2303051240318
AI,B-50,358,24,2303051240123
AI,B-50,358,5,2303051240035
AI,B-50,358,15,2303051240272
AI,B-50,358,25,2403051247032
AI,B-50,358,6,2303051240143
AI,B-50,358,16,2303051240073
AI,B-50,358,26,2303051240278
AI,B-50,358,7,2303051240057
AI,B-50,358,17,2303051240354
AI,B-50,358,27,2303051240348
AI,B-50,358,8,2303051240292
AI,B-50,358,18,2303051240237
AI,B-50,358,28,2303051240240
AI,B-50,358,9,2303051240374
AI,B-50,358,19,2303051240259
AI,B-50,358,29,2303051240322
AI,B-50,358,10,2303051240251
AI,B-50,358,20,2303051240180
AI,B-50,358,30,2303051240302
AI,B-52,361,1,2303051240341
AI,B-52,361,11,2303051240190
AI,B-52,361,21,2303051240090
AI,B-52,361,2,2403051247017
AI,B-52,361,12,2303051240067
AI,B-52,361,22,2403051247028
AI,B-52,361,3,2403051247022
AI,B-52,361,13,2303051240032
AI,B-52,361,23,2403051247029
AI,B-52,361,4,2303051240312
AI,B-52,361,14,2303051240282
AI,B-52,361,24,2403051247033
AI,B-52,361,5,2303051240134
AI,B-52,361,15,2303051240290
AI,B-52,361,25,2403051247034
AI,B-52,361,6,2303051240326
AI,B-52,361,16,2303051240316
AI,B-52,361,26,2403051247035
AI,B-52,361,7,2303051240087
AI,B-52,361,17,2303051240324
AI,B-52,361,27,2403051247036
AI,B-52,361,8,2303051240121
AI,B-52,361,18,2303051240388
AI,B-52,361,28,2303051240195
AI,B-52,361,9,2403051247007
AI,B-52,361,19,2303051240043
AI,B-52,361,29,2303051240219
AI,B-52,361,10,2303051240056
AI,B-52,361,20,2303051240071
AI,B-52,361,30,2303051240120
AI,B-52,361,1,2303051240273
AI,B-52,361,11,2303051240021
AI,B-52,361,21,2303051240391
AI,B-52,361,2,2303051240295
AI,B-52,361,12,2303051240131
AI,B-52,361,22,2303051240332
AI,B-52,361,3,2303051240301
AI,B-52,361,13,2303051240192
AI,B-52,361,23,2303051240077
AI,B-52,361,4,2303051240304
AI,B-52,361,14,2303051240204
AI,B-52,361,24,2303051240380
AI,B-52,361,5,2303051240356
AI,B-52,361,15,2303051240205
AI,B-52,361,25,2303051240009
AI,B-52,361,6,2303051240359
AI,B-52,361,16,2303051240283
AI,B-52,361,26,2403051247047
AI,B-52,361,7,2303051240370
AI,B-52,361,17,2303051240325
AI,B-52,361,27,2303051240094
AI,B-52,361,8,2403051247042
AI,B-52,361,18,2303051240335
AI,B-52,361,28,2403051247038
AI,B-52,361,9,2403051247052
AI,B-52,361,19,2303051240353
AI,B-52,361,29,2303051240129
AI,B-52,361,10,2303051240020
AI,B-52,361,20,2303051240387
AI,B-52,361,30,2303051240178
AI,B-54,370,1,2303051240137
AI,B-54,370,11,2403051247043
AI,B-54,370,21,2403051247009
AI,B-54,370,2,2303051240369
AI,B-54,370,12,2303051240159
AI,B-54,370,22,2403051247011
AI,B-54,370,3,2303051240174
AI,B-54,370,13,2303051240172
AI,B-54,370,23,2303051240064
AI,B-54,370,4,2403051247044
AI,B-54,370,14,2303051240177
AI,B-54,370,24,2303051240079
AI,B-54,370,5,2303051240069
AI,B-54,370,15,2303051240040
AI,B-54,370,25,2303051240088
AI,B-54,370,6,2303051240338
AI,B-54,370,16,2303051240046
AI,B-54,370,26,2303051240107
AI,B-54,370,7,2303051240257
AI,B-54,370,17,2303051240339
AI,B-54,370,27,2303051240117
AI,B-54,370,8,2303051240173
AI,B-54,370,18,2303051240362
AI,B-54,370,28,2303051240126
AI,B-54,370,9,2403051247040
AI,B-54,370,19,2403051247005
AI,B-54,370,29,2303051240128
AI,B-54,370,10,2403051247002
AI,B-54,370,20,2403051247008
AI,B-54,370,30,2303051240130
AI,B-54,370,1,2303051240135
AI,B-54,370,11,2403051247019
AI,B-54,370,21,0
AI,B-54,370,2,2303051240038
AI,B-54,370,12,2403051247020
AI,B-54,370,22,0
AI,B-54,370,3,2303051240140
AI,B-54,370,13,2403051247021
AI,B-54,370,23,0
AI,B-54,370,4,2303051240157
AI,B-54,370,14,2403051247023
AI,B-54,370,24,0
AI,B-54,370,5,2303051240203
AI,B-54,370,15,2303051240224
AI,B-54,370,25,0
AI,B-54,370,6,2303051240220
AI,B-54,370,16,0
AI,B-54,370,26,0
AI,B-54,370,7,2303051240221
AI,B-54,370,17,0
AI,B-54,370,27,0
AI,B-54,370,8,2403051247013
AI,B-54,370,18,0
AI,B-54,370,28,0
AI,B-54,370,9,2403051247014
AI,B-54,370,19,0
AI,B-54,370,29,0
AI,B-54,370,10,2403051247016
AI,B-54,370,20,0
AI,B-54,370,30,0
Cyber,B-55,,1,2403051267005
Cyber,B-55,,11,2303051260069
Cyber,B-55,,21,0
Cyber,B-55,,2,2303051260061
Cyber,B-55,,12,2403051267014
Cyber,B-55,,22,0
Cyber,B-55,,3,2303051260050
Cyber,B-55,,13,2403051267010
Cyber,B-55,,23,0
Cyber,B-55,,4,2303051260062
Cyber,B-55,,14,2403051267015
Cyber,B-55,,24,0
Cyber,B-55,,5,2303051260070
Cyber,B-55,,15,0
Cyber,B-55,,25,0
Cyber,B-55,,6,2303051260022
Cyber,B-55,,16,0
Cyber,B-55,,26,0
Cyber,B-55,,7,2303051260011
Cyber,B-55,,17,0
Cyber,B-55,,27,0
Cyber,B-55,,8,2303051260054
Cyber,B-55,,18,0
Cyber,B-55,,28,0
Cyber,B-55,,9,2303051260012
Cyber,B-55,,19,0
Cyber,B-55,,29,0
Cyber,B-55,,10,2303051260014
Cyber,B-55,,20,0
Cyber,B-55,,30,0
Cyber,B-55,,1,2303051260031
Cyber,B-55,,11,2303051260067
Cyber,B-55,,21,2303051260078
Cyber,B-55,,2,2303051260063
Cyber,B-55,,12,2403051267004
Cyber,B-55,,22,2303051260035
Cyber,B-55,,3,2303051260075
Cyber,B-55,,13,2303051260042
Cyber,B-55,,23,2403051269001
Cyber,B-55,,4,2303051260016
Cyber,B-55,,14,2303051260010
Cyber,B-55,,24,2303051260013
Cyber,B-55,,5,2303051260021
Cyber,B-55,,15,2303051260049
Cyber,B-55,,25,2403051267016
Cyber,B-55,,6,2403051269002
Cyber,B-55,,16,2403051269004
Cyber,B-55,,26,2303051260005
Cyber,B-55,,7,2303051260043
Cyber,B-55,,17,2303051260001
Cyber,B-55,,27,2303051260072
Cyber,B-55,,8,2303051260002
Cyber,B-55,,18,2303051260079
Cyber,B-55,,28,2303051260034
Cyber,B-55,,9,2303051260052
Cyber,B-55,,19,2403051267013
Cyber,B-55,,29,2403051267008
Cyber,B-55,,10,2303051260017
Cyber,B-55,,20,2303051260058
Cyber,B-55,,30,2403051267002
Cyber,B-57,372,1,2303051260057
Cyber,B-57,372,11,2403051267006
Cyber,B-57,372,21,2303051260044
Cyber,B-57,372,2,2303051260030
Cyber,B-57,372,12,2303051260015
Cyber,B-57,372,22,2303051260048
Cyber,B-57,372,3,2303051260065
Cyber,B-57,372,13,2303051260018
Cyber,B-57,372,23,2303051260051
Cyber,B-57,372,4,2303051260032
Cyber,B-57,372,14,2303051260023
Cyber,B-57,372,24,2303051260053
Cyber,B-57,372,5,2303051260028
Cyber,B-57,372,15,2303051260024
Cyber,B-57,372,25,2303051260056
Cyber,B-57,372,6,2403051269003
Cyber,B-57,372,16,2303051260026
Cyber,B-57,372,26,2303051260064
Cyber,B-57,372,7,2303051260068
Cyber,B-57,372,17,2303051260036
Cyber,B-57,372,27,2303051260071
Cyber,B-57,372,8,2303051260060
Cyber,B-57,372,18,2303051260037
Cyber,B-57,372,28,2303051260007
Cyber,B-57,372,9,2303051260033
Cyber,B-57,372,19,2303051260040
Cyber,B-57,372,29,2303051260081
Cyber,B-57,372,10,2403051267001
Cyber,B-57,372,20,2303051260041
Cyber,B-57,372,30,2403051267003
Cyber,B-57,372,1,2303051170001
Cyber,B-57,372,11,2303051170018
Cyber,B-57,372,21,2303051170011
Cyber,B-57,372,2,2303051170004
Cyber,B-57,372,12,2303051170022
Cyber,B-57,372,22,2303051170012
Cyber,B-57,372,3,2303051170005
Cyber,B-57,372,13,2303051170023
Cyber,B-57,372,23,2303051170013
Cyber,B-57,372,4,2303051170006
Cyber,B-57,372,14,2303051170025
Cyber,B-57,372,24,2303051170016
Cyber,B-57,372,5,2303051170007
Cyber,B-57,372,15,2303051170027
Cyber,B-57,372,25,2303051170019
Cyber,B-57,372,6,2303051170008
Cyber,B-57,372,16,2303051170030
Cyber,B-57,372,26,2303051170020
Cyber,B-57,372,7,2303051170009
Cyber,B-57,372,17,2403051177001
Cyber,B-57,372,27,2303051170024
Cyber,B-57,372,8,2303051170010
Cyber,B-57,372,18,2403051177002
Cyber,B-57,372,28,2303051170026
Cyber,B-57,372,9,2303051170014
Cyber,B-57,372,19,2403051177003
Cyber,B-57,372,29,2303051170028
Cyber,B-57,372,10,2303051170015
Cyber,B-57,372,20,2403051177004
Cyber,B-57,372,30,2303051170029
AU,B-59,246,1,2303051020002
AU,B-59,246,11,2303051020015
AU,B-59,246,21,2403051027006
AU,B-59,246,2,2303051020003
AU,B-59,246,12,2303051020016
AU,B-59,246,22,2403051027007
AU,B-59,246,3,2303051020004
AU,B-59,246,13,2303051020017
AU,B-59,246,23,2403051027008
AU,B-59,246,4,2303051020005
AU,B-59,246,14,2303051020018
AU,B-59,246,24,2403051027009
AU,B-59,246,5,2303051020007
AU,B-59,246,15,2303051020019
AU,B-59,246,25,2403051027010
AU,B-59,246,6,2303051020008
AU,B-59,246,16,2403051027001
AU,B-59,246,26,2403051027011
AU,B-59,246,7,2303051020010
AU,B-59,246,17,2403051027002
AU,B-59,246,27,2403051027012
AU,B-59,246,8,2303051020011
AU,B-59,246,18,2403051027003
AU,B-59,246,28,2403051027013
AU,B-59,246,9,2303051020012
AU,B-59,246,19,2403051027004
AU,B-59,246,29,2403051027014
AU,B-59,246,10,2303051020013
AU,B-59,246,20,2403051027005
AU,B-59,246,30,2403051027015
AU,B-59,246,1,2403051027016
AU,B-59,246,11,2403051027029
AU,B-59,246,21,0
AU,B-59,246,2,2403051027017
AU,B-59,246,12,2403051027030
AU,B-59,246,22,0
AU,B-59,246,3,2403051027018
AU,B-59,246,13,2403051027031
AU,B-59,246,23,0
AU,B-59,246,4,2403051027020
AU,B-59,246,14,2403051027032
AU,B-59,246,24,0
AU,B-59,246,5,2403051027022
AU,B-59,246,15,2403051027033
AU,B-59,246,25,0
AU,B-59,246,6,2403051027023
AU,B-59,246,16,0
AU,B-59,246,26,0
AU,B-59,246,7,2403051027024
AU,B-59,246,17,0
AU,B-59,246,27,0
AU,B-59,246,8,2403051027025
AU,B-59,246,18,0
AU,B-59,246,28,0
AU,B-59,246,9,2403051027026
AU,B-59,246,19,0
AU,B-59,246,29,0
AU,B-59,246,10,2403051027027
AU,B-59,246,20,0
AU,B-59,246,30,0
MT,B-60,,1,2303051130001
MT,B-60,,11,2303051130011
MT,B-60,,21,0
MT,B-60,,2,2303051130002
MT,B-60,,12,2303051130012
MT,B-60,,22,0
MT,B-60,,3,2303051130003
MT,B-60,,13,2303051130013
MT,B-60,,23,0
MT,B-60,,4,2303051130004
MT,B-60,,14,2303051130014
MT,B-60,,24,0
MT,B-60,,5,2303051130005
MT,B-60,,15,0
MT,B-60,,25,0
MT,B-60,,6,2303051130006
MT,B-60,,16,0
MT,B-60,,26,0
MT,B-60,,7,2303051130007
MT,B-60,,17,0
MT,B-60,,27,0
MT,B-60,,8,2303051130008
MT,B-60,,18,0
MT,B-60,,28,0
MT,B-60,,9,2303051130009
MT,B-60,,19,0
MT,B-60,,29,0
MT,B-60,,10,2303051130010
MT,B-60,,20,0
MT,B-60,,30,0
MT,B-60,,1,2303051130015
MT,B-60,,11,2403051137002
MT,B-60,,21,2403051137015
MT,B-60,,2,2303051130016
MT,B-60,,12,2403051137003
MT,B-60,,22,2403051137016
MT,B-60,,3,2303051130017
MT,B-60,,13,2403051137004
MT,B-60,,23,2403051137018
MT,B-60,,4,2303051130018
MT,B-60,,14,2403051137006
MT,B-60,,24,2403051137020
MT,B-60,,5,2303051130019
MT,B-60,,15,2403051137007
MT,B-60,,25,2403051137021
MT,B-60,,6,2303051130020
MT,B-60,,16,2403051137008
MT,B-60,,26,2403051137022
MT,B-60,,7,2303051130021
MT,B-60,,17,2403051137009
MT,B-60,,27,2403051137023
MT,B-60,,8,2303051130022
MT,B-60,,18,2403051137011
MT,B-60,,28,2403051139001
MT,B-60,,9,2303051130023
MT,B-60,,19,2403051137012
MT,B-60,,29,2403051139002
MT,B-60,,10,2303051130024
MT,B-60,,20,2403051137013
MT,B-60,,30,2403051139003
RA,B-62,249,1,2303051230002
RA,B-62,249,11,2303051230014
RA,B-62,249,21,0
RA,B-62,249,2,2303051230003
RA,B-62,249,12,2303051230015
RA,B-62,249,22,0
RA,B-62,249,3,2303051230004
RA,B-62,249,13,2303051230016
RA,B-62,249,23,0
RA,B-62,249,4,2303051230005
RA,B-62,249,14,2303051230017
RA,B-62,249,24,0
RA,B-62,249,5,2303051230007
RA,B-62,249,15,2303051230018
RA,B-62,249,25,0
RA,B-62,249,6,2303051230009
RA,B-62,249,16,2403051237001
RA,B-62,249,26,0
RA,B-62,249,7,2303051230010
RA,B-62,249,17,2403051237002
RA,B-62,249,27,0
RA,B-62,249,8,2303051230011
RA,B-62,249,18,2403051237003
RA,B-62,249,28,0
RA,B-62,249,9,2303051230012
RA,B-62,249,19,2403051237004
RA,B-62,249,29,0
RA,B-62,249,10,2303051230013
RA,B-62,249,20,2403051237005
RA,B-62,249,30,0
RA,B-62,249,1,2303051110001
RA,B-62,249,11,0
RA,B-62,249,21,0
RA,B-62,249,2,2303051110002
RA,B-62,249,12,0
RA,B-62,249,22,0
RA,B-62,249,3,2303051110003
RA,B-62,249,13,0
RA,B-62,249,23,0
RA,B-62,249,4,2303051110004
RA,B-62,249,14,0
RA,B-62,249,24,0
RA,B-62,249,5,2303051110005
RA,B-62,249,15,0
RA,B-62,249,25,0
RA,B-62,249,6,2303051110008
RA,B-62,249,16,0
RA,B-62,249,26,0
RA,B-62,249,7,2303051110009
RA,B-62,249,17,0
RA,B-62,249,27,0
RA,B-62,249,8,2303051110010
RA,B-62,249,18,0
RA,B-62,249,28,0
RA,B-62,249,9,0
RA,B-62,249,19,0
RA,B-62,249,29,0
RA,B-62,249,10,0
RA,B-62,249,20,0
RA,B-62,249,30,0
BM,B-63,251,1,2303051110012
BM,B-63,251,11,2303051110024
BM,B-63,251,21,2303051110038
BM,B-63,251,2,2303051110013
BM,B-63,251,12,2303051110025
BM,B-63,251,22,2303051110039
BM,B-63,251,3,2303051110015
BM,B-63,251,13,2303051110028
BM,B-63,251,23,2303051110040
BM,B-63,251,4,2303051110016
BM,B-63,251,14,2303051110029
BM,B-63,251,24,2303051110041
BM,B-63,251,5,2303051110017
BM,B-63,251,15,2303051110030
BM,B-63,251,25,2303051110042
BM,B-63,251,6,2303051110019
BM,B-63,251,16,2303051110031
BM,B-63,251,26,2303051110044
BM,B-63,251,7,2303051110020
BM,B-63,251,17,2303051110032
BM,B-63,251,27,2303051110045
BM,B-63,251,8,2303051110021
BM,B-63,251,18,2303051110033
BM,B-63,251,28,2403051117001
BM,B-63,251,9,2303051110022
BM,B-63,251,19,2303051110036
BM,B-63,251,29,2403051117002
BM,B-63,251,10,2303051110023
BM,B-63,251,20,2303051110037
BM,B-63,251,30,2403051117005
BM,B-63,251,1,2303051440001
BM,B-63,251,11,2303051440016
BM,B-63,251,21,2303051440028
BM,B-63,251,2,2303051440003
BM,B-63,251,12,2303051440017
BM,B-63,251,22,2303051440030
BM,B-63,251,3,2303051440005
BM,B-63,251,13,2303051440018
BM,B-63,251,23,2303051440031
BM,B-63,251,4,2303051440006
BM,B-63,251,14,2303051440019
BM,B-63,251,24,2303051440032
BM,B-63,251,5,2303051440007
BM,B-63,251,15,2303051440020
BM,B-63,251,25,2303051440034
BM,B-63,251,6,2303051440008
BM,B-63,251,16,2303051440021
BM,B-63,251,26,2303051440035
BM,B-63,251,7,2303051440010
BM,B-63,251,17,2303051440022
BM,B-63,251,27,2303051440036
BM,B-63,251,8,2303051440011
BM,B-63,251,18,2303051440025
BM,B-63,251,28,2303051440037
BM,B-63,251,9,2303051440012
BM,B-63,251,19,2303051440026
BM,B-63,251,29,2303051440038
BM,B-63,251,10,2303051440013
BM,B-63,251,20,2303051440027
BM,B-63,251,30,2303051440039
BT,B-65,257,1,2303051440040
BT,B-65,257,11,2303051440050
BT,B-65,257,21,2303051440074
BT,B-65,257,2,2303051440041
BT,B-65,257,12,2303051440052
BT,B-65,257,22,2303051440094
BT,B-65,257,3,2303051440042
BT,B-65,257,13,2303051440053
BT,B-65,257,23,2303051440071
BT,B-65,257,4,2303051440043
BT,B-65,257,14,2303051440054
BT,B-65,257,24,2303051440106
BT,B-65,257,5,2303051440044
BT,B-65,257,15,2303051440055
BT,B-65,257,25,2303051440112
BT,B-65,257,6,2303051440045
BT,B-65,257,16,2303051440057
BT,B-65,257,26,2303051440113
BT,B-65,257,7,2303051440046
BT,B-65,257,17,2303051440058
BT,B-65,257,27,2403051447005
BT,B-65,257,8,2303051440047
BT,B-65,257,18,2303051440059
BT,B-65,257,28,2303051440086
BT,B-65,257,9,2303051440048
BT,B-65,257,19,2303051440060
BT,B-65,257,29,2303051440075
BT,B-65,257,10,2303051440049
BT,B-65,257,20,2303051440073
BT,B-65,257,30,2303051440100
BT,B-65,257,1,2303051440104
BT,B-65,257,11,2303051440067
BT,B-65,257,21,2303051440088
BT,B-65,257,2,2303051440110
BT,B-65,257,12,2303051440070
BT,B-65,257,22,2303051440089
BT,B-65,257,3,2403051447007
BT,B-65,257,13,2303051440072
BT,B-65,257,23,2303051440090
BT,B-65,257,4,2403051447001
BT,B-65,257,14,2303051440076
BT,B-65,257,24,2303051440095
BT,B-65,257,5,2303051440068
BT,B-65,257,15,2303051440081
BT,B-65,257,25,2303051440096
BT,B-65,257,6,2403051447008
BT,B-65,257,16,2303051440082
BT,B-65,257,26,2303051440097
BT,B-65,257,7,2303051440062
BT,B-65,257,17,2303051440083
BT,B-65,257,27,2303051440098
BT,B-65,257,8,2303051440063
BT,B-65,257,18,2303051440084
BT,B-65,257,28,2303051440099
BT,B-65,257,9,2303051440065
BT,B-65,257,19,2303051440085
BT,B-65,257,29,2303051440102
BT,B-65,257,10,2303051440066
BT,B-65,257,20,2303051440087
BT,B-65,257,30,2303051440103
BT,B-67,358,1,2303051440105
BT,B-67,358,11,0
BT,B-67,358,21,0
BT,B-67,358,2,2303051440107
BT,B-67,358,12,0
BT,B-67,358,22,0
BT,B-67,358,3,2303051440108
BT,B-67,358,13,0
BT,B-67,358,23,0
BT,B-67,358,4,2303051440109
BT,B-67,358,14,0
BT,B-67,358,24,0
BT,B-67,358,5,2303051440111
BT,B-67,358,15,0
BT,B-67,358,25,0
BT,B-67,358,6,2303051440115
BT,B-67,358,16,0
BT,B-67,358,26,0
BT,B-67,358,7,2403051447003
BT,B-67,358,17,0
BT,B-67,358,27,0
BT,B-67,358,8,2403051447004
BT,B-67,358,18,0
BT,B-67,358,28,0
BT,B-67,358,9,2403051447009
BT,B-67,358,19,0
BT,B-67,358,29,0
BT,B-67,358,10,2403051447010
BT,B-67,358,20,0
BT,B-67,358,30,0
BT,B-67,358,1,2203051030036
BT,B-67,358,11,2303051030015
BT,B-67,358,21,0
BT,B-67,358,2,2203051037017
BT,B-67,358,12,2303051030016
BT,B-67,358,22,0
BT,B-67,358,3,2303051030001
BT,B-67,358,13,2303051030017
BT,B-67,358,23,0
BT,B-67,358,4,2303051030002
BT,B-67,358,14,2303051030018
BT,B-67,358,24,0
BT,B-67,358,5,2303051030003
BT,B-67,358,15,2303051030020
BT,B-67,358,25,0
BT,B-67,358,6,2303051030007
BT,B-67,358,16,2303051030021
BT,B-67,358,26,0
BT,B-67,358,7,2303051030009
BT,B-67,358,17,2303051030022
BT,B-67,358,27,0
BT,B-67,358,8,2303051030010
BT,B-67,358,18,2303051030023
BT,B-67,358,28,0
BT,B-67,358,9,2303051030012
BT,B-67,358,19,2303051030024
BT,B-67,358,29,0
BT,B-67,358,10,2303051030013
BT,B-67,358,20,2303051030025
BT,B-67,358,30,0
CH,B-68,360,1,2303051030026
CH,B-68,360,11,2303051030038
CH,B-68,360,21,2303051030049
CH,B-68,360,2,2303051030027
CH,B-68,360,12,2303051030040
CH,B-68,360,22,2303051030050
CH,B-68,360,3,2303051030028
CH,B-68,360,13,2303051030041
CH,B-68,360,23,2303051030051
CH,B-68,360,4,2303051030029
CH,B-68,360,14,2303051030042
CH,B-68,360,24,2303051030052
CH,B-68,360,5,2303051030030
CH,B-68,360,15,2303051030043
CH,B-68,360,25,2303051030053
CH,B-68,360,6,2303051030031
CH,B-68,360,16,2303051030044
CH,B-68,360,26,2303051030054
CH,B-68,360,7,2303051030032
CH,B-68,360,17,2303051030045
CH,B-68,360,27,2303051030055
CH,B-68,360,8,2303051030033
CH,B-68,360,18,2303051030046
CH,B-68,360,28,2403051037002
CH,B-68,360,9,2303051030036
CH,B-68,360,19,2303051030047
CH,B-68,360,29,2403051037003
CH,B-68,360,10,2303051030037
CH,B-68,360,20,2303051030048
CH,B-68,360,30,2403051037004
CH,B-68,360,1,2403051037005
CH,B-68,360,11,2403051037002
CH,B-68,360,21,2403051037013
CH,B-68,360,2,2403051037006
CH,B-68,360,12,2403051037003
CH,B-68,360,22,2403051037014
CH,B-68,360,3,2403051037007
CH,B-68,360,13,2403051037004
CH,B-68,360,23,2403051037015
CH,B-68,360,4,2403051037008
CH,B-68,360,14,2403051037005
CH,B-68,360,24,2403051037016
CH,B-68,360,5,2403051037009
CH,B-68,360,15,2403051037006
CH,B-68,360,25,2403051037017
CH,B-68,360,6,2403051037010
CH,B-68,360,16,2403051037007
CH,B-68,360,26,2403051037019
CH,B-68,360,7,2403051037012
CH,B-68,360,17,2403051037008
CH,B-68,360,27,2403051037020
CH,B-68,360,8,2403051037013
CH,B-68,360,18,2403051037009
CH,B-68,360,28,2403051037021
CH,B-68,360,9,2403051037014
CH,B-68,360,19,2403051037010
CH,B-68,360,29,2403051037022
CH,B-68,360,10,2303051030039
CH,B-68,360,20,2403051037012
CH,B-68,360,30,2403051037023
CH,B-70,362,1,2403051037024
CH,B-70,362,11,2403051037034
CH,B-70,362,21,2403051037045
CH,B-70,362,2,2403051037025
CH,B-70,362,12,2403051037035
CH,B-70,362,22,2403051037046
CH,B-70,362,3,2403051037026
CH,B-70,362,13,2403051037036
CH,B-70,362,23,2403051037047
CH,B-70,362,4,2403051037027
CH,B-70,362,14,2403051037038
CH,B-70,362,24,2403051037048
CH,B-70,362,5,2403051037028
CH,B-70,362,15,2403051037039
CH,B-70,362,25,2403051037049
CH,B-70,362,6,2403051037029
CH,B-70,362,16,2403051037040
CH,B-70,362,26,2403051037051
CH,B-70,362,7,2403051037030
CH,B-70,362,17,2403051037041
CH,B-70,362,27,2403051037052
CH,B-70,362,8,2403051037031
CH,B-70,362,18,2403051037042
CH,B-70,362,28,2403051037053
CH,B-70,362,9,2403051037032
CH,B-70,362,19,2403051037043
CH,B-70,362,29,2403051037055
CH,B-70,362,10,2403051037033
CH,B-70,362,20,2403051037044
CH,B-70,362,30,2403051037056
CH,B-70,362,1,2403051037058
CH,B-70,362,11,2403051037068
CH,B-70,362,21,2403051037078
CH,B-70,362,2,2403051037059
CH,B-70,362,12,2403051037069
CH,B-70,362,22,2403051037079
CH,B-70,362,3,2403051037060
CH,B-70,362,13,2403051037070
CH,B-70,362,23,2403051037080
CH,B-70,362,4,2403051037061
CH,B-70,362,14,2403051037071
CH,B-70,362,24,2403051037081
CH,B-70,362,5,2403051037062
CH,B-70,362,15,2403051037072
CH,B-70,362,25,2403051037082
CH,B-70,362,6,2403051037063
CH,B-70,362,16,2403051037073
CH,B-70,362,26,2503051039001
CH,B-70,362,7,2403051037064
CH,B-70,362,17,2403051037074
CH,B-70,362,27,0
CH,B-70,362,8,2403051037065
CH,B-70,362,18,2403051037075
CH,B-70,362,28,0
CH,B-70,362,9,2403051037066
CH,B-70,362,19,2403051037076
CH,B-70,362,29,0
CH,B-70,362,10,2403051037067
CH,B-70,362,20,2403051037077
CH,B-70,362,30,0
