branch,block_no,room_no,bench_no,enrollment_no
CSE,B-25,251,29,2403051057096
CSE,B-25,251,10,2403051057051
CSE,B-25,251,20,2303051050501
CSE,B-25,251,30,2403051057160
CSE,B-27,257,1,2403051057038
CSE,B-27,257,11,2403051057049
CSE,B-27,257,21,2303051050474
CSE,B-27,257,2,2303051051448
CSE,B-27,257,12,2403051057016
CSE,B-27,257,22,2303051050112
CSE,B-27,257,3,2403051057010
CSE,B-27,257,13,2403051057045
CSE,B-27,257,23,2303051051126
CSE,B-27,257,4,2403051057047
CSE,B-27,257,14,2303051051287
CSE,B-27,257,24,2303051050533
CSE,B-27,257,5,2403051057035
CSE,B-27,257,15,2303051050352
CSE,B-27,257,25,2303051050453
CSE,B-27,257,6,2403051057119
CSE,B-27,257,16,2303051050344
CSE,B-27,257,26,2303051050014
CSE,B-27,257,7,2403051057091
CSE,B-27,257,17,2303051050492
CSE,B-27,257,27,2303051050923
CSE,B-27,257,8,2303051051390
CSE,B-27,257,18,2303051050087
CSE,B-27,257,28,2403051057073
CSE,B-27,257,9,2303051051394
CSE,B-27,257,19,2303051051220
CSE,B-27,257,29,2303051051442
CSE,B-27,257,10,2403051057046
CSE,B-27,257,20,2303051050003
CSE,B-27,257,30,2303051051241
CSE,B-27,257,1,2303051050211
CSE,B-27,257,11,2303051051248
CSE,B-27,257,21,2403051057114
CSE,B-27,257,2,2403051057138
CSE,B-27,257,12,2303051050909
CSE,B-27,257,22,2303051050537
CSE,B-27,257,3,2303051051102
CSE,B-27,257,13,2303051050847
CSE,B-27,257,23,2403051057027
CSE,B-27,257,4,2303051051064
CSE,B-27,257,14,2303051050454
CSE,B-27,257,24,2403051057134
CSE,B-27,257,5,2403051057085
CSE,B-27,257,15,2303051051094
CSE,B-27,257,25,2303051050820
CSE,B-27,257,6,2303051050792
CSE,B-27,257,16,2303051050535
CSE,B-27,257,26,2303051050483
CSE,B-27,257,7,2303051051300
CSE,B-27,257,17,2403051057058
CSE,B-27,257,27,2403051057024
CSE,B-27,257,8,2303051050441
CSE,B-27,257,18,2303051051446
CSE,B-27,257,28,2303051050570
CSE,B-27,257,9,2303051050517
CSE,B-27,257,19,2303051051404
CSE,B-27,257,29,2303051050350
CSE,B-27,257,10,2303051051378
CSE,B-27,257,20,2403051057013
CSE,B-27,257,30,2303051051188
CSE,B-29,302,1,2303051050416
CSE,B-29,302,11,2303051050256
CSE,B-29,302,21,2303051050783
CSE,B-29,302,2,2303051050465
CSE,B-29,302,12,2303051050952
CSE,B-29,302,22,2303051050051
CSE,B-29,302,3,2303051050829
CSE,B-29,302,13,2303051051141
CSE,B-29,302,23,2303051050944
CSE,B-29,302,4,2303051051281
CSE,B-29,302,14,2403051057056
CSE,B-29,302,24,2303051050564
CSE,B-29,302,5,2303051051132
CSE,B-29,302,15,2303051050213
CSE,B-29,302,25,2303051051031
CSE,B-29,302,6,2303051051207
CSE,B-29,302,16,2403051057148
CSE,B-29,302,26,2303051050061
CSE,B-29,302,7,2303051050279
CSE,B-29,302,17,2403051057055
CSE,B-29,302,27,2303051050107
CSE,B-29,302,8,2303051051332
CSE,B-29,302,18,2403051057075
CSE,B-29,302,28,2303051050376
CSE,B-29,302,9,2303051050962
CSE,B-29,302,19,2303051051106
CSE,B-29,302,29,2303051050058
CSE,B-29,302,10,2303051051469
CSE,B-29,302,20,2303051050487
CSE,B-29,302,30,2303051050059
CSE,B-29,302,1,2303051050004
CSE,B-29,302,11,2303051050095
CSE,B-29,302,21,2303051050173
CSE,B-29,302,2,2303051050177
CSE,B-29,302,12,2303051050098
CSE,B-29,302,22,2303051050045
CSE,B-29,302,3,2303051050185
CSE,B-29,302,13,2303051050118
CSE,B-29,302,23,2303051050199
CSE,B-29,302,4,2303051050245
CSE,B-29,302,14,2303051050119
CSE,B-29,302,24,2303051050108
CSE,B-29,302,5,2303051051468
CSE,B-29,302,15,2303051050122
CSE,B-29,302,25,2303051050267
CSE,B-29,302,6,2303051050007
CSE,B-29,302,16,2303051050136
CSE,B-29,302,26,2303051050284
CSE,B-29,302,7,2303051051255
CSE,B-29,302,17,2303051050148
CSE,B-29,302,27,2303051050289
CSE,B-29,302,8,2303051050069
CSE,B-29,302,18,2303051050162
CSE,B-29,302,28,2303051050297
CSE,B-29,302,9,2303051050077
CSE,B-29,302,19,2303051050163
CSE,B-29,302,29,2303051050326
CSE,B-29,302,10,2303051050094
CSE,B-29,302,20,2303051050164
CSE,B-29,302,30,2303051050348
CSE,B-31,304,1,2303051050360
CSE,B-31,304,11,2303051050610
CSE,B-31,304,21,2303051051025
CSE,B-31,304,2,2303051050427
CSE,B-31,304,12,2303051050650
CSE,B-31,304,22,2303051051030
CSE,B-31,304,3,2303051050429
CSE,B-31,304,13,2303051050813
CSE,B-31,304,23,2303051051049
CSE,B-31,304,4,2303051050436
CSE,B-31,304,14,2303051050927
CSE,B-31,304,24,2303051051054
CSE,B-31,304,5,2303051050448
CSE,B-31,304,15,2303051050958
CSE,B-31,304,25,2303051050866
CSE,B-31,304,6,2303051050495
CSE,B-31,304,16,2303051050965
CSE,B-31,304,26,2303051051123
CSE,B-31,304,7,2303051050550
CSE,B-31,304,17,2303051050976
CSE,B-31,304,27,2303051051133
CSE,B-31,304,8,2303051050556
CSE,B-31,304,18,2303051050986
CSE,B-31,304,28,2303051051134
CSE,B-31,304,9,2303051050574
CSE,B-31,304,19,2303051050990
CSE,B-31,304,29,2303051051135
CSE,B-31,304,10,2303051050578
CSE,B-31,304,20,2303051051000
CSE,B-31,304,30,2303051051140
CSE,B-31,304,1,2303051051149
CSE,B-31,304,11,2303051051239
CSE,B-31,304,21,2303051051335
CSE,B-31,304,2,2303051051163
CSE,B-31,304,12,2303051051257
CSE,B-31,304,22,2303051051348
CSE,B-31,304,3,2303051051177
CSE,B-31,304,13,2303051051289
CSE,B-31,304,23,2203051051090
CSE,B-31,304,4,2303051051187
CSE,B-31,304,14,2303051051105
CSE,B-31,304,24,2303051051109
CSE,B-31,304,5,2303051051194
CSE,B-31,304,15,2303051051301
CSE,B-31,304,25,2303051051369
CSE,B-31,304,6,2303051051203
CSE,B-31,304,16,2303051051302
CSE,B-31,304,26,2303051051381
CSE,B-31,304,7,2303051051204
CSE,B-31,304,17,2303051051316
CSE,B-31,304,27,2303051051387
CSE,B-31,304,8,2303051051221
CSE,B-31,304,18,2303051051317
CSE,B-31,304,28,2303051051397
CSE,B-31,304,9,2303051051222
CSE,B-31,304,19,2303051051319
CSE,B-31,304,29,2303051051402
CSE,B-31,304,10,2303051051227
CSE,B-31,304,20,2303051051323
CSE,B-31,304,30,2303051051411
CSE,B-33,308,1,2303051051415
CSE,B-33,308,11,2303051050127
CSE,B-33,308,21,2303051050336
CSE,B-33,308,2,2303051051351
CSE,B-33,308,12,2303051050167
CSE,B-33,308,22,2303051050025
CSE,B-33,308,3,2303051051440
CSE,B-33,308,13,2303051050168
CSE,B-33,308,23,2303051050358
CSE,B-33,308,4,2303051051445
CSE,B-33,308,14,2303051050175
CSE,B-33,308,24,2303051050364
CSE,B-33,308,5,2303051051467
CSE,B-33,308,15,2303051050180
CSE,B-33,308,25,2303051050420
CSE,B-33,308,6,2303051050015
CSE,B-33,308,16,2303051050018
CSE,B-33,308,26,2303051050422
CSE,B-33,308,7,2303051050050
CSE,B-33,308,17,2303051050309
CSE,B-33,308,27,2303051050423
CSE,B-33,308,8,2303051050060
CSE,B-33,308,18,2303051050328
CSE,B-33,308,28,2303051050431
CSE,B-33,308,9,2303051050076
CSE,B-33,308,19,2303051050330
CSE,B-33,308,29,2303051050435
CSE,B-33,308,10,2303051050017
CSE,B-33,308,20,2303051050331
CSE,B-33,308,30,2303051050459
CSE,B-33,308,1,2303051050461
CSE,B-33,308,11,2303051050617
CSE,B-33,308,21,2303051050508
CSE,B-33,308,2,2303051050029
CSE,B-33,308,12,2303051050625
CSE,B-33,308,22,2303051050971
CSE,B-33,308,3,2303051050468
CSE,B-33,308,13,2303051050635
CSE,B-33,308,23,2303051050977
CSE,B-33,308,4,2203051050838
CSE,B-33,308,14,2303051050648
CSE,B-33,308,24,2303051050978
CSE,B-33,308,5,2303051050472
CSE,B-33,308,15,2303051050802
CSE,B-33,308,25,2303051051011
CSE,B-33,308,6,2303051050544
CSE,B-33,308,16,2303051050872
CSE,B-33,308,26,2303051051014
CSE,B-33,308,7,2303051050549
CSE,B-33,308,17,2303051050879
CSE,B-33,308,27,2303051051071
CSE,B-33,308,8,2303051050566
CSE,B-33,308,18,2303051050884
CSE,B-33,308,28,2303051051078
CSE,B-33,308,9,2303051050575
CSE,B-33,308,19,2303051050897
CSE,B-33,308,29,2303051051082
CSE,B-33,308,10,2303051050594
CSE,B-33,308,20,2303051050906
CSE,B-33,308,30,2303051051127
CSE,B-35,310,1,2303051051138
CSE,B-35,310,11,2303051050298
CSE,B-35,310,21,2303051051371
CSE,B-35,310,2,2303051051153
CSE,B-35,310,12,2303051050406
CSE,B-35,310,22,2303051051389
CSE,B-35,310,3,2303051051165
CSE,B-35,310,13,2303051050413
CSE,B-35,310,23,2303051051405
CSE,B-35,310,4,2303051051195
CSE,B-35,310,14,2303051050511
CSE,B-35,310,24,2303051051409
CSE,B-35,310,5,2303051051201
CSE,B-35,310,15,2303051050568
CSE,B-35,310,25,2303051051305
CSE,B-35,310,6,2303051051225
CSE,B-35,310,16,2303051050569
CSE,B-35,310,26,2203051050745
CSE,B-35,310,7,2303051051231
CSE,B-35,310,17,2303051051342
CSE,B-35,310,27,2203051051055
CSE,B-35,310,8,2303051051234
CSE,B-35,310,18,2303051051353
CSE,B-35,310,28,2303051051314
CSE,B-35,310,9,2303051051242
CSE,B-35,310,19,2303051051295
CSE,B-35,310,29,2403051057019
CSE,B-35,310,10,2303051051243
CSE,B-35,310,20,2303051051370
CSE,B-35,310,30,2403051057021
CSE,B-35,310,1,2403051057022
CSE,B-35,310,11,2403051057005
CSE,B-35,310,21,2403051057092
CSE,B-35,310,2,2403051057025
CSE,B-35,310,12,2403051057053
CSE,B-35,310,22,2403051057097
CSE,B-35,310,3,2403051057029
CSE,B-35,310,13,2403051057006
CSE,B-35,310,23,2403051057082
CSE,B-35,310,4,2403051057003
CSE,B-35,310,14,2403051057062
CSE,B-35,310,24,2403051057100
CSE,B-35,310,5,2403051057030
CSE,B-35,310,15,2403051057066
CSE,B-35,310,25,2403051057101
CSE,B-35,310,6,2403051057034
CSE,B-35,310,16,2403051057067
CSE,B-35,310,26,2403051057108
CSE,B-35,310,7,2403051057037
CSE,B-35,310,17,2403051057070
CSE,B-35,310,27,2403051057109
CSE,B-35,310,8,2403051057004
CSE,B-35,310,18,2403051057074
CSE,B-35,310,28,2403051057112
CSE,B-35,310,9,2403051057041
CSE,B-35,310,19,2403051057078
CSE,B-35,310,29,2403051057115
CSE,B-35,310,10,2403051057043
CSE,B-35,310,20,2403051057009
CSE,B-35,310,30,2403051057117
CSE,B-37,312,1,2403051057084
CSE,B-37,312,11,2403051057136
CSE,B-37,312,21,2403051057159
CSE,B-37,312,2,2403051057120
CSE,B-37,312,12,2403051057086
CSE,B-37,312,22,2303051050624
CSE,B-37,312,3,2403051057121
CSE,B-37,312,13,2403051057140
CSE,B-37,312,23,2303051050641
CSE,B-37,312,4,2403051057122
CSE,B-37,312,14,2403051057144
CSE,B-37,312,24,2303051050643
CSE,B-37,312,5,2403051057123
CSE,B-37,312,15,2403051057145
CSE,B-37,312,25,2303051050646
CSE,B-37,312,6,2403051057124
CSE,B-37,312,16,2403051057146
CSE,B-37,312,26,2303051050657
CSE,B-37,312,7,2403051057126
CSE,B-37,312,17,2403051057147
CSE,B-37,312,27,2303051050661
CSE,B-37,312,8,2403051057129
CSE,B-37,312,18,2403051057155
CSE,B-37,312,28,2303051050787
CSE,B-37,312,9,2403051057133
CSE,B-37,312,19,2403051057156
CSE,B-37,312,29,2303051050798
CSE,B-37,312,10,2403051057135
CSE,B-37,312,20,2403051057158
CSE,B-37,312,30,2303051050804
CSE,B-37,312,1,2303051050805
CSE,B-37,312,11,2303051050632
CSE,B-37,312,21,2303051051365
CSE,B-37,312,2,2303051050815
CSE,B-37,312,12,2303051050883
CSE,B-37,312,22,2203051050267
CSE,B-37,312,3,2303051050831
CSE,B-37,312,13,2303051050885
CSE,B-37,312,23,2303051057090
CSE,B-37,312,4,2303051050838
CSE,B-37,312,14,2303051050887
CSE,B-37,312,24,2303051050921
CSE,B-37,312,5,2303051050840
CSE,B-37,312,15,2303051050634
CSE,B-37,312,25,2303051050930
CSE,B-37,312,6,2303051050631
CSE,B-37,312,16,2303051050895
CSE,B-37,312,26,2303051051023
CSE,B-37,312,7,2303051050849
CSE,B-37,312,17,2303051050898
CSE,B-37,312,27,2303051051053
CSE,B-37,312,8,2303051050858
CSE,B-37,312,18,2303051050899
CSE,B-37,312,28,2303051051055
CSE,B-37,312,9,2303051050862
CSE,B-37,312,19,2303051050912
CSE,B-37,312,29,2303051051098
CSE,B-37,312,10,2303051050869
CSE,B-37,312,20,2303051050917
CSE,B-37,312,30,2303051051143
CSE,B-39,314,1,2303051051154
CSE,B-39,314,11,2303051050039
CSE,B-39,314,21,2303051050275
CSE,B-39,314,2,2303051051175
CSE,B-39,314,12,2303051050102
CSE,B-39,314,22,2303051050281
CSE,B-39,314,3,2303051051249
CSE,B-39,314,13,2303051050151
CSE,B-39,314,23,2303051050227
CSE,B-39,314,4,2303051051252
CSE,B-39,314,14,2303051050159
CSE,B-39,314,24,2303051050286
CSE,B-39,314,5,2303051051282
CSE,B-39,314,15,2303051050169
CSE,B-39,314,25,2303051050307
CSE,B-39,314,6,2303051051341
CSE,B-39,314,16,2303051050186
CSE,B-39,314,26,2303051050311
CSE,B-39,314,7,2303051051395
CSE,B-39,314,17,2303051051483
CSE,B-39,314,27,2303051050312
CSE,B-39,314,8,2303051051414
CSE,B-39,314,18,2303051050224
CSE,B-39,314,28,2303051050321
CSE,B-39,314,9,2303051051418
CSE,B-39,314,19,2303051050266
CSE,B-39,314,29,2303051050323
CSE,B-39,314,10,2303051050026
CSE,B-39,314,20,2303051050270
CSE,B-39,314,30,2303051050329
CSE,B-39,314,1,2303051050334
CSE,B-39,314,11,2303051050383
CSE,B-39,314,21,2303051050490
CSE,B-39,314,2,2303051050335
CSE,B-39,314,12,2303051050384
CSE,B-39,314,22,2303051050498
CSE,B-39,314,3,2303051050337
CSE,B-39,314,13,2303051050399
CSE,B-39,314,23,2303051050505
CSE,B-39,314,4,2303051050229
CSE,B-39,314,14,2303051050408
CSE,B-39,314,24,2303051050522
CSE,B-39,314,5,2303051050345
CSE,B-39,314,15,2303051050242
CSE,B-39,314,25,2303051050527
CSE,B-39,314,6,2303051050346
CSE,B-39,314,16,2303051050250
CSE,B-39,314,26,2303051050421
CSE,B-39,314,7,2303051050349
CSE,B-39,314,17,2303051050460
CSE,B-39,314,27,2303051050538
CSE,B-39,314,8,2303051050355
CSE,B-39,314,18,2303051050481
CSE,B-39,314,28,2303051050552
CSE,B-39,314,9,2303051050232
CSE,B-39,314,19,2303051050485
CSE,B-39,314,29,2303051050571
CSE,B-39,314,10,2303051050368
CSE,B-39,314,20,2303051050488
CSE,B-39,314,30,2303051050591
CSE,B-41,316,1,2303051050592
CSE,B-41,316,11,2303051050444
CSE,B-41,316,21,2303051051038
CSE,B-41,316,2,2303051050596
CSE,B-41,316,12,2303051050857
CSE,B-41,316,22,2303051051042
CSE,B-41,316,3,2303051050597
CSE,B-41,316,13,2303051050878
CSE,B-41,316,23,2303051051062
CSE,B-41,316,4,2303051050599
CSE,B-41,316,14,2303051050881
CSE,B-41,316,24,2303051051107
CSE,B-41,316,5,2303051050434
CSE,B-41,316,15,2303051051008
CSE,B-41,316,25,2303051051108
CSE,B-41,316,6,2303051050608
CSE,B-41,316,16,2303051051018
CSE,B-41,316,26,2303051051116
CSE,B-41,316,7,2303051050640
CSE,B-41,316,17,2303051051022
CSE,B-41,316,27,2303051051119
CSE,B-41,316,8,2303051050642
CSE,B-41,316,18,2303051051027
CSE,B-41,316,28,2303051051136
CSE,B-41,316,9,2303051050438
CSE,B-41,316,19,2303051050964
CSE,B-41,316,29,2303051050968
CSE,B-41,316,10,2303051050440
CSE,B-41,316,20,2303051051028
CSE,B-41,316,30,2303051051156
CSE,B-41,316,1,2303051051158
CSE,B-41,316,11,2303051051230
CSE,B-41,316,21,0
CSE,B-41,316,2,2303051051162
CSE,B-41,316,12,2303051051233
CSE,B-41,316,22,0
CSE,B-41,316,3,2303051051164
CSE,B-41,316,13,2303051050993
CSE,B-41,316,23,0
CSE,B-41,316,4,2303051051174
CSE,B-41,316,14,2203051050990
CSE,B-41,316,24,0
CSE,B-41,316,5,2303051051182
CSE,B-41,316,15,0
CSE,B-41,316,25,0
CSE,B-41,316,6,2303051051191
CSE,B-41,316,16,0
CSE,B-41,316,26,0
CSE,B-41,316,7,2303051051196
CSE,B-41,316,17,0
CSE,B-41,316,27,0
CSE,B-41,316,8,2303051051198
CSE,B-41,316,18,0
CSE,B-41,316,28,0
CSE,B-41,316,9,2303051051212
CSE,B-41,316,19,0
CSE,B-41,316,29,0
CSE,B-41,316,10,2303051051213
CSE,B-41,316,20,0
CSE,B-41,316,30,0
Int. CSE,B-42,317,1,210345305002
Int. CSE,B-42,317,11,210345305034
Int. CSE,B-42,317,21,0
Int. CSE,B-42,317,2,210345305027
Int. CSE,B-42,317,12,0
Int. CSE,B-42,317,22,0
Int. CSE,B-42,317,3,210345305007
Int. CSE,B-42,317,13,0
Int. CSE,B-42,317,23,0
Int. CSE,B-42,317,4,210345305009
Int. CSE,B-42,317,14,0
Int. CSE,B-42,317,24,0
Int. CSE,B-42,317,5,210345305019
Int. CSE,B-42,317,15,0
Int. CSE,B-42,317,25,0
Int. CSE,B-42,317,6,210345305023
Int. CSE,B-42,317,16,0
Int. CSE,B-42,317,26,0
Int. CSE,B-42,317,7,210345305024
Int. CSE,B-42,317,17,0
Int. CSE,B-42,317,27,0
Int. CSE,B-42,317,8,210345305026
Int. CSE,B-42,317,18,0
Int. CSE,B-42,317,28,0
Int. CSE,B-42,317,9,210345305033
Int. CSE,B-42,317,19,0
Int. CSE,B-42,317,29,0
Int. CSE,B-42,317,10,210345305018
Int. CSE,B-42,317,20,0
Int. CSE,B-42,317,30,0
Int. CSE,B-42,317,1,2403051457012
Int. CSE,B-42,317,11,0
Int. CSE,B-42,317,21,0
Int. CSE,B-42,317,2,2303051450011
Int. CSE,B-42,317,12,0
Int. CSE,B-42,317,22,0
Int. CSE,B-42,317,3,2403051457005
Int. CSE,B-42,317,13,0
Int. CSE,B-42,317,23,0
Int. CSE,B-42,317,4,2303051450006
Int. CSE,B-42,317,14,0
Int. CSE,B-42,317,24,0
Int. CSE,B-42,317,5,2403051457003
Int. CSE,B-42,317,15,0
Int. CSE,B-42,317,25,0
Int. CSE,B-42,317,6,0
Int. CSE,B-42,317,16,0
Int. CSE,B-42,317,26,0
Int. CSE,B-42,317,7,0
Int. CSE,B-42,317,17,0
Int. CSE,B-42,317,27,0
Int. CSE,B-42,317,8,0
Int. CSE,B-42,317,18,0
Int. CSE,B-42,317,28,0
Int. CSE,B-42,317,9,0
Int. CSE,B-42,317,19,0
Int. CSE,B-42,317,29,0
Int. CSE,B-42,317,10,0
Int. CSE,B-42,317,20,0
Int. CSE,B-42,317,30,0
CE,B-43,322,1,2303051450005
CE,B-43,322,11,2303051450016
CE,B-43,322,21,0
CE,B-43,322,2,2303051450004
CE,B-43,322,12,2403051457009
CE,B-43,322,22,0
CE,B-43,322,3,2303051450012
CE,B-43,322,13,2303051450001
CE,B-43,322,23,0
CE,B-43,322,4,2403051457006
CE,B-43,322,14,2303051450003
CE,B-43,322,24,0
CE,B-43,322,5,2403051457008
CE,B-43,322,15,2303051450007
CE,B-43,322,25,0
CE,B-43,322,6,2303051450008
CE,B-43,322,16,2403051457011
CE,B-43,322,26,0
CE,B-43,322,7,2303051450014
CE,B-43,322,17,2403051457010
CE,B-43,322,27,0
CE,B-43,322,8,2403051457001
CE,B-43,322,18,2303051450015
CE,B-43,322,28,0
CE,B-43,322,9,2403051457002
CE,B-43,322,19,2403051457007
CE,B-43,322,29,0
CE,B-43,322,10,2303051450009
CE,B-43,322,20,0
CE,B-43,322,30,0
CE,B-43,322,1,2303051240132
CE,B-43,322,11,2303051240357
CE,B-43,322,21,0
CE,B-43,322,2,2303051240100
CE,B-43,322,12,0
CE,B-43,322,22,0
CE,B-43,322,3,2303051240212
CE,B-43,322,13,0
CE,B-43,322,23,0
CE,B-43,322,4,2303051240377
CE,B-43,322,14,0
CE,B-43,322,24,0
CE,B-43,322,5,2303051240345
CE,B-43,322,15,0
CE,B-43,322,25,0
CE,B-43,322,6,2303051240106
CE,B-43,322,16,0
CE,B-43,322,26,0
CE,B-43,322,7,2303051240112
CE,B-43,322,17,0
CE,B-43,322,27,0
CE,B-43,322,8,2303051240189
CE,B-43,322,18,0
CE,B-43,322,28,0
CE,B-43,322,9,2303051240051
CE,B-43,322,19,0
CE,B-43,322,29,0
CE,B-43,322,10,2303051240113
CE,B-43,322,20,0
CE,B-43,322,30,0
AI,B-44,324,1,2303051240080
AI,B-44,324,11,2303051240072
AI,B-44,324,21,2303051240076
AI,B-44,324,2,2303051240371
AI,B-44,324,12,2303051240181
AI,B-44,324,22,2303051240268
AI,B-44,324,3,2303051240119
AI,B-44,324,13,2303051240050
AI,B-44,324,23,2303051240315
AI,B-44,324,4,2303051240299
AI,B-44,324,14,2303051240349
AI,B-44,324,24,2303051240264
AI,B-44,324,5,2403051247025
AI,B-44,324,15,2303051240095
AI,B-44,324,25,2303051240091
AI,B-44,324,6,2303051240025
AI,B-44,324,16,2303051240226
AI,B-44,324,26,2303051240329
AI,B-44,324,7,2303051240188
AI,B-44,324,17,2303051240375
AI,B-44,324,27,2303051240116
AI,B-44,324,8,2303051240310
AI,B-44,324,18,2303051240065
AI,B-44,324,28,2303051240230
AI,B-44,324,9,2303051240197
AI,B-44,324,19,2303051240081
AI,B-44,324,29,2303051240256
AI,B-44,324,10,2303051240052
AI,B-44,324,20,2303051240234
AI,B-44,324,30,2303051240070
AI,B-44,324,1,2303051240245
AI,B-44,324,11,2303051240162
AI,B-44,324,21,2303051240253
AI,B-44,324,2,2303051240358
AI,B-44,324,12,2303051240125
AI,B-44,324,22,2303051240022
AI,B-44,324,3,2303051240044
AI,B-44,324,13,2403051247041
AI,B-44,324,23,2303051240250
AI,B-44,324,4,2303051240321
AI,B-44,324,14,2303051240239
AI,B-44,324,24,2303051240163
AI,B-44,324,5,2303051240274
AI,B-44,324,15,2303051240346
AI,B-44,324,25,2303051240319
AI,B-44,324,6,2403051247030
AI,B-44,324,16,2303051240002
AI,B-44,324,26,2303051240361
AI,B-44,324,7,2303051240300
AI,B-44,324,17,2303051240286
AI,B-44,324,27,2303051240092
AI,B-44,324,8,2303051240122
AI,B-44,324,18,2403051247003
AI,B-44,324,28,2303051240241
AI,B-44,324,9,2303051240379
AI,B-44,324,19,2303051240266
AI,B-44,324,29,2303051240037
AI,B-44,324,10,2303051240244
AI,B-44,324,20,2303051240235
AI,B-44,324,30,2403051247015
AI,B-46,326,1,2303051240013
AI,B-46,326,11,2303051240096
AI,B-46,326,21,2303051240031
AI,B-46,326,2,2303051240063
AI,B-46,326,12,2303051240202
AI,B-46,326,22,2303051240101
AI,B-46,326,3,2303051240263
AI,B-46,326,13,2303051240279
AI,B-46,326,23,2303051240327
AI,B-46,326,4,2303051240176
AI,B-46,326,14,2303051240337
AI,B-46,326,24,2303051240166
AI,B-46,326,5,2303051240206
AI,B-46,326,15,2303051240061
AI,B-46,326,25,2303051240287
AI,B-46,326,6,2303051240308
AI,B-46,326,16,2303051240030
AI,B-46,326,26,2303051240047
AI,B-46,326,7,2403051247039
AI,B-46,326,17,2303051240303
AI,B-46,326,27,2303051240261
AI,B-46,326,8,2303051240034
AI,B-46,326,18,2303051240182
AI,B-46,326,28,2303051240191
AI,B-46,326,9,2303051240154
AI,B-46,326,19,2303051240028
AI,B-46,326,29,2303051240193
AI,B-46,326,10,2303051240016
AI,B-46,326,20,2403051247001
AI,B-46,326,30,2303051240201
AI,B-46,326,1,2303051240183
AI,B-46,326,11,2303051240255
AI,B-46,326,21,2303051240333
AI,B-46,326,2,2303051240336
AI,B-46,326,12,2303051240118
AI,B-46,326,22,2303051240033
AI,B-46,326,3,2303051240103
AI,B-46,326,13,2303051240045
AI,B-46,326,23,2303051240343
AI,B-46,326,4,2303051240150
AI,B-46,326,14,2303051240260
AI,B-46,326,24,2303051240075
AI,B-46,326,5,2303051240008
AI,B-46,326,15,2303051240083
AI,B-46,326,25,2303051240328
AI,B-46,326,6,2303051240185
AI,B-46,326,16,2303051240366
AI,B-46,326,26,2303051240314
AI,B-46,326,7,2303051240187
AI,B-46,326,17,2303051240004
AI,B-46,326,27,2303051240024
AI,B-46,326,8,2303051240271
AI,B-46,326,18,2303051240252
AI,B-46,326,28,2303051240207
AI,B-46,326,9,2303051240108
AI,B-46,326,19,2303051240294
AI,B-46,326,29,2403051247024
AI,B-46,326,10,2403051247006
AI,B-46,326,20,2303051240298
AI,B-46,326,30,2303051240291
AI,B-48,328,1,2303051240331
AI,B-48,328,11,2303051240330
AI,B-48,328,21,2303051240231
AI,B-48,328,2,2303051240243
AI,B-48,328,12,2303051240058
AI,B-48,328,22,2303051240225
AI,B-48,328,3,2303051240246
AI,B-48,328,13,2303051240115
AI,B-48,328,23,2303051240104
AI,B-48,328,4,2303051240175
AI,B-48,328,14,2303051240167
AI,B-48,328,24,2303051240218
AI,B-48,328,5,2403051247050
AI,B-48,328,15,2303051240194
AI,B-48,328,25,2303051240208
AI,B-48,328,6,2403051247054
AI,B-48,328,16,2303051240285
AI,B-48,328,26,2303051240288
AI,B-48,328,7,2303051240152
AI,B-48,328,17,2303051240215
AI,B-48,328,27,2303051240010
AI,B-48,328,8,2303051240006
AI,B-48,328,18,2303051240351
AI,B-48,328,28,2303051240199
AI,B-48,328,9,2303051240168
AI,B-48,328,19,2303051240165
AI,B-48,328,29,2303051240105
AI,B-48,328,10,2303051240311
AI,B-48,328,20,2303051240114
AI,B-48,328,30,2303051240277
AI,B-48,328,1,2303051240232
AI,B-48,328,11,2303051240007
AI,B-48,328,21,2303051240280
AI,B-48,328,2,2303051240227
AI,B-48,328,12,2303051240141
AI,B-48,328,22,2303051240160
AI,B-48,328,3,2303051240068
AI,B-48,328,13,2403051247048
AI,B-48,328,23,2303051240053
AI,B-48,328,4,2303051240124
AI,B-48,328,14,2303051240317
AI,B-48,328,24,2303051240003
AI,B-48,328,5,2303051240169
AI,B-48,328,15,2303051240229
AI,B-48,328,25,2303051240110
AI,B-48,328,6,2303051240111
AI,B-48,328,16,2303051240136
AI,B-48,328,26,2303051240042
AI,B-48,328,7,2303051240213
AI,B-48,328,17,2303051240364
AI,B-48,328,27,2303051240060
AI,B-48,328,8,2303051240216
AI,B-48,328,18,2303051240247
AI,B-48,328,28,2303051240082
AI,B-48,328,9,2303051240147
AI,B-48,328,19,2303051240200
AI,B-48,328,29,2303051240089
AI,B-48,328,10,2303051240026
AI,B-48,328,20,2303051240350
AI,B-48,328,30,2303051240254
AI,B-50,358,1,2303051240368
AI,B-50,358,11,2303051240320
AI,B-50,358,21,2303051240078
AI,B-50,358,2,2303051240276
AI,B-50,358,12,2303051240179
AI,B-50,358,22,2303051240012
AI,B-50,358,3,2303051240334
AI,B-50,358,13,2303051240171
AI,B-50,358,23,2303051240151
AI,B-50,358,4,2303051240098
AI,B-50,358,14,2303051240352
AI,B-50,358,24,2303051240086
AI,B-50,358,5,2303051240023
AI,B-50,358,15,2303051240099
AI,B-50,358,25,2403051247010
AI,B-50,358,6,2303051240138
AI,B-50,358,16,2303051240142
